,title,year,country,style,rating_num,evaluate_num,quote,href
0,肖申克的救赎,1994,美国,犯罪 剧情,9.7,2587809,希望让人自由。,https://movie.douban.com/subject/1292052/
1,霸王别姬,1993,中国大陆 中国香港,剧情 爱情 同性,9.6,1921783,风华绝代。,https://movie.douban.com/subject/1291546/
2,阿甘正传,1994,美国,剧情 爱情,9.5,1944546,一部美国近现代史。,https://movie.douban.com/subject/1292720/
3,泰坦尼克号,1997,美国 墨西哥 澳大利亚 加拿大,剧情 爱情 灾难,9.4,1905861,失去的才是永恒的。 ,https://movie.douban.com/subject/1292722/
4,这个杀手不太冷,1994,法国 美国,剧情 动作 犯罪,9.4,2099488,怪蜀黍和小萝莉不得不说的故事。,https://movie.douban.com/subject/1295644/
5,美丽人生,1997,意大利,剧情 喜剧 爱情 战争,9.6,1194548,最美的谎言。,https://movie.douban.com/subject/1292063/
6,千与千寻,2001,日本,剧情 动画 奇幻,9.4,2023472,最好的宫崎骏，最好的久石让。 ,https://movie.douban.com/subject/1291561/
7,辛德勒的名单,1993,美国,剧情 历史 战争,9.6,996164,拯救一个人，就是拯救整个世界。,https://movie.douban.com/subject/1295124/
8,盗梦空间,2010,美国 英国,剧情 科幻 悬疑 冒险,9.4,1865590,诺兰给了我们一场无法盗取的梦。,https://movie.douban.com/subject/3541415/
9,忠犬八公的故事,2009,美国 英国,剧情,9.4,1277388,永远都不能忘记你所爱的人。,https://movie.douban.com/subject/3011091/
10,星际穿越,2014,美国 英国 加拿大,剧情 科幻 冒险,9.4,1551224,爱是一种力量，让我们超越时空感知它的存在。,https://movie.douban.com/subject/1889243/
11,楚门的世界,1998,美国,剧情 科幻,9.3,1472922,如果再也不能见到你，祝你早安，午安，晚安。,https://movie.douban.com/subject/1292064/
12,海上钢琴师,1998,意大利,剧情 音乐,9.3,1516159,每个人都要走一条自己坚定了的路，就算是粉身碎骨。 ,https://movie.douban.com/subject/1292001/
13,三傻大闹宝莱坞,2009,印度,剧情 喜剧 爱情 歌舞,9.2,1694220,英俊版憨豆，高情商版谢耳朵。,https://movie.douban.com/subject/3793023/
14,机器人总动员,2008,美国,科幻 动画 冒险,9.3,1194812,小瓦力，大人生。,https://movie.douban.com/subject/2131459/
15,放牛班的春天,2004,法国 瑞士 德国,剧情 喜剧 音乐,9.3,1179492,天籁一般的童声，是最接近上帝的存在。 ,https://movie.douban.com/subject/1291549/
16,无间道,2002,中国香港,剧情 犯罪 惊悚,9.3,1191563,香港电影史上永不过时的杰作。,https://movie.douban.com/subject/1307914/
17,疯狂动物城,2016,美国,喜剧 动画 冒险,9.2,1701897,迪士尼给我们营造的乌托邦就是这样，永远善良勇敢，永远出乎意料。,https://movie.douban.com/subject/25662329/
18,大话西游之大圣娶亲,1995,中国香港 中国大陆,喜剧 爱情 奇幻 古装,9.2,1385356,一生所爱。,https://movie.douban.com/subject/1292213/
19,熔炉,2011,韩国,剧情,9.3,842802,我们一路奋战不是为了改变世界，而是为了不让世界改变我们。,https://movie.douban.com/subject/5912992/
20,教父,1972,美国,剧情 犯罪,9.3,855286,千万不要记恨你的对手，这样会让你失去理智。,https://movie.douban.com/subject/1291841/
21,控方证人,1957,美国,剧情 犯罪 悬疑,9.6,446845,比利·怀德满分作品。,https://movie.douban.com/subject/1296141/
22,当幸福来敲门,2006,美国,剧情 传记 家庭,9.2,1373800,平民励志片。 ,https://movie.douban.com/subject/1849031/
23,怦然心动,2010,美国,剧情 喜剧 爱情,9.1,1644972,真正的幸福是来自内心深处。,https://movie.douban.com/subject/3319755/
24,触不可及,2011,法国,剧情 喜剧,9.3,950836,满满温情的高雅喜剧。,https://movie.douban.com/subject/6786002/
25,龙猫,1988,日本,动画 奇幻 冒险,9.2,1142580,人人心中都有个龙猫，童年就永远不会消失。,https://movie.douban.com/subject/1291560/
26,末代皇帝,1987,英国 意大利 中国大陆 法国,剧情 传记 历史,9.3,762878,“不要跟我比惨，我比你更惨”再适合这部电影不过了。,https://movie.douban.com/subject/1293172/
27,蝙蝠侠：黑暗骑士,2008,美国 英国,剧情 动作 科幻 犯罪 惊悚,9.2,947294,无尽的黑暗。,https://movie.douban.com/subject/1851857/
28,寻梦环游记,2017,美国,喜剧 动画 奇幻 音乐,9.1,1465369,死亡不是真的逝去，遗忘才是永恒的消亡。,https://movie.douban.com/subject/20495023/
29,活着,1994,中国大陆 中国香港,剧情 历史 家庭,9.3,738266,张艺谋最好的电影。,https://movie.douban.com/subject/1292365/
30,哈利·波特与魔法石,2001,美国 英国,奇幻 冒险,9.1,1026380,童话世界的开端。,https://movie.douban.com/subject/1295038/
31,指环王3：王者无敌,2003,美国 新西兰,剧情 动作 奇幻 冒险,9.3,719414,史诗的终章。,https://movie.douban.com/subject/1291552/
32,乱世佳人,1939,美国,剧情 历史 爱情 战争,9.3,621568,Tomorrow is another day.,https://movie.douban.com/subject/1300267/
33,素媛,2013,韩国,剧情,9.3,608425,受过伤害的人总是笑得最开心，因为他们不愿意让身边的人承受一样的痛苦。,https://movie.douban.com/subject/21937452/
34,飞屋环游记,2009,美国,剧情 喜剧 动画 冒险,9.1,1194731,最后那些最无聊的事情，才是最值得怀念的。 ,https://movie.douban.com/subject/2129039/
35,摔跤吧！爸爸,2016,印度,剧情 传记 运动 家庭,9.0,1419722,你不是在为你一个人战斗，你要让千千万万的女性看到女生并不是只能相夫教子。,https://movie.douban.com/subject/26387939/
36,何以为家,2018,黎巴嫩 美国 法国 塞浦路斯 卡塔尔 英国,剧情,9.1,928250,凝视卑弱生命，用电影改变命运。,https://movie.douban.com/subject/30170448/
37,我不是药神,2018,中国大陆,剧情 喜剧,9.0,1894472,对我们国家而言，这样的电影多一部是一部。,https://movie.douban.com/subject/26752088/
38,十二怒汉,1957,美国,剧情,9.4,425499,1957年的理想主义。 ,https://movie.douban.com/subject/1293182/
39,哈尔的移动城堡,2004,日本,动画 奇幻 冒险,9.1,902368,带着心爱的人在天空飞翔。,https://movie.douban.com/subject/1308807/
40,少年派的奇幻漂流,2012,美国 中国台湾 英国 加拿大,剧情 奇幻 冒险,9.1,1231109,瑰丽壮观、无人能及的冒险之旅。,https://movie.douban.com/subject/1929463/
41,鬼子来了,2000,中国大陆,剧情 喜剧,9.3,555871,对敌人的仁慈，就是对自己残忍。,https://movie.douban.com/subject/1291858/
42,大话西游之月光宝盒,1995,中国香港 中国大陆,喜剧 爱情 奇幻 古装,9.0,1104384,旷古烁今。,https://movie.douban.com/subject/1299398/
43,猫鼠游戏,2002,美国 加拿大,传记 犯罪 剧情,9.1,864236,骗子大师和执著警探的你追我跑故事。 ,https://movie.douban.com/subject/1305487/
44,天空之城,1986,日本,动画 奇幻 冒险,9.1,742634,对天空的追逐，永不停止。 ,https://movie.douban.com/subject/1291583/
45,天堂电影院,1988,意大利 法国,剧情 爱情,9.2,620787,那些吻戏，那些青春，都在影院的黑暗里被泪水冲刷得无比清晰。,https://movie.douban.com/subject/1291828/
46,指环王2：双塔奇兵,2002,美国 新西兰,剧情 动作 奇幻 冒险,9.2,671328,承前启后的史诗篇章。,https://movie.douban.com/subject/1291572/
47,闻香识女人,1992,美国,剧情,9.1,779815,史上最美的探戈。,https://movie.douban.com/subject/1298624/
48,钢琴家,2002,英国 法国 波兰 德国,剧情 传记 战争 音乐,9.2,533533,音乐能化解仇恨。,https://movie.douban.com/subject/1296736/
49,罗马假日,1953,美国,喜剧 剧情 爱情,9.1,866740,爱情哪怕只有一天。,https://movie.douban.com/subject/1293839/
50,让子弹飞,2010,中国大陆 中国香港,剧情 喜剧 动作 西部,8.9,1496940,你给我翻译翻译，神马叫做TMD的惊喜。,https://movie.douban.com/subject/3742360/
51,海蒂和爷爷,2015,德国 瑞士,剧情 冒险 家庭,9.3,473136,如果生活中有什么使你感到快乐，那就去做吧！不要管别人说什么。,https://movie.douban.com/subject/25958717/
52,指环王1：护戒使者,2001,新西兰 美国,剧情 动作 奇幻 冒险,9.1,759407,传说的开始。,https://movie.douban.com/subject/1291571/
53,黑客帝国,1999,美国,动作 科幻,9.1,756461,视觉革命。,https://movie.douban.com/subject/1291843/
54,大闹天宫,1961(中国大陆) / 1964(中国大陆) / 1978(中国大陆),中国大陆,剧情 动画 奇幻 古装,9.4,379986,经典之作，历久弥新。,https://movie.douban.com/subject/1418019/
55,辩护人,2013,韩国,剧情,9.2,536284,电影的现实意义大过电影本身。,https://movie.douban.com/subject/21937445/
56,教父2,1974,美国,剧情 犯罪,9.2,483291,优雅的孤独。,https://movie.douban.com/subject/1299131/
57,死亡诗社,1989,美国,剧情,9.1,629836,当一个死水般的体制内出现一个活跃的变数时，所有的腐臭都站在了光明的对面。,https://movie.douban.com/subject/1291548/
58,狮子王,1994,美国,动画 冒险 歌舞,9.1,747450,动物版《哈姆雷特》。,https://movie.douban.com/subject/1301753/
59,绿皮书,2018,美国 中国大陆,剧情 喜剧 传记 音乐,8.9,1436402,去除成见，需要勇气。,https://movie.douban.com/subject/27060077/
60,搏击俱乐部,1999,美国 德国 意大利,剧情 动作 悬疑 惊悚,9.0,763306,邪恶与平庸蛰伏于同一个母体，在特定的时间互相对峙。,https://movie.douban.com/subject/1292000/
61,饮食男女,1994,中国台湾 美国,剧情 家庭,9.2,544591,人生不能像做菜，把所有的料都准备好了才下锅。,https://movie.douban.com/subject/1291818/
62,美丽心灵,2001,美国,传记 剧情,9.1,688361,爱是一切逻辑和原由。,https://movie.douban.com/subject/1306029/
63,本杰明·巴顿奇事,2008,美国,剧情 爱情 奇幻,9.0,885159,在时间之河里感受溺水之苦。,https://movie.douban.com/subject/1485260/
64,窃听风暴,2006,德国,剧情 悬疑,9.2,505195,别样人生。,https://movie.douban.com/subject/1900841/
65,情书,1995,日本,剧情 爱情,8.9,961253,暗恋的极致。,https://movie.douban.com/subject/1292220/
66,穿条纹睡衣的男孩,2008,英国 美国,剧情 战争,9.2,485585,尽管有些不切实际的幻想，这部电影依旧是一部感人肺腑的佳作。,https://movie.douban.com/subject/3008247/
67,两杆大烟枪,1998,英国,剧情 喜剧 犯罪,9.1,540384,4个臭皮匠顶个诸葛亮，盖·里奇果然不是盖的。,https://movie.douban.com/subject/1293350/
68,西西里的美丽传说,2000,意大利 美国,剧情 战争 情色,8.9,877604,美丽无罪。,https://movie.douban.com/subject/1292402/
69,看不见的客人,2016,西班牙,剧情 犯罪 悬疑 惊悚,8.8,1116234,你以为你以为的就是你以为的。,https://movie.douban.com/subject/26580232/
70,拯救大兵瑞恩,1998,美国,剧情 战争,9.1,582174,美利坚精神输出大片No1.,https://movie.douban.com/subject/1292849/
71,音乐之声,1965,美国,剧情 传记 爱情 歌舞,9.1,538478,用音乐化解仇恨，让歌声串起美好。,https://movie.douban.com/subject/1294408/
72,飞越疯人院,1975,美国,剧情,9.1,502887,自由万岁。,https://movie.douban.com/subject/1292224/
73,小鞋子,1997,伊朗,剧情 儿童 家庭,9.2,365896,奔跑的孩子是天使。,https://movie.douban.com/subject/1303021/
74,阿凡达,2009,美国,动作 科幻 冒险,8.8,1250051,绝对意义上的美轮美奂。,https://movie.douban.com/subject/1652587/
75,哈利·波特与死亡圣器(下),2011,美国 英国,奇幻 冒险,8.9,727391,10年的完美句点。,https://movie.douban.com/subject/3011235/
76,沉默的羔羊,1991,美国,剧情 犯罪 惊悚,8.9,784425,安东尼·霍普金斯的顶级表演。,https://movie.douban.com/subject/1293544/
77,海豚湾,2009,美国,纪录片,9.3,332497,海豚的微笑，是世界上最高明的伪装。,https://movie.douban.com/subject/3442220/
78,致命魔术,2006,英国 美国,剧情 悬疑 惊悚,8.9,771218,孪生蝙蝠侠大战克隆金刚狼。,https://movie.douban.com/subject/1780330/
79,禁闭岛,2010,美国,剧情 悬疑 惊悚,8.8,863410,昔日翩翩少年，今日大腹便便。,https://movie.douban.com/subject/2334904/
80,美国往事,1984,美国 意大利,犯罪 剧情,9.2,370725,往事如烟，无处祭奠。,https://movie.douban.com/subject/1292262/
81,布达佩斯大饭店,2014,美国 德国 英国,剧情 喜剧 冒险,8.9,815546,小清新的故事里注入了大历史的情怀。,https://movie.douban.com/subject/11525673/
82,蝴蝶效应,2004,美国 加拿大,剧情 悬疑 科幻 惊悚,8.8,839875,人的命运被自己瞬间的抉择改变。,https://movie.douban.com/subject/1292343/
83,心灵捕手,1997,美国,剧情,8.9,635069,人生中应该拥有这样的一段豁然开朗。,https://movie.douban.com/subject/1292656/
84,低俗小说,1994,美国,剧情 喜剧 犯罪,8.9,745968,故事的高级讲法。,https://movie.douban.com/subject/1291832/
85,春光乍泄,1997,中国香港 日本 韩国,剧情 爱情 同性,9.0,562897,爱情纠缠，男女一致。,https://movie.douban.com/subject/1292679/
86,摩登时代,1936,美国,剧情 喜剧 爱情,9.3,265104,大时代中的人生，小人物的悲喜。,https://movie.douban.com/subject/1294371/
87,七宗罪,1995,美国,剧情 犯罪 悬疑 惊悚,8.8,859781,警察抓小偷，老鼠玩死猫。,https://movie.douban.com/subject/1292223/
88,喜剧之王,1999,中国香港,喜剧 剧情 爱情,8.8,864549,我是一个演员。,https://movie.douban.com/subject/1302425/
89,致命ID,2003,美国,剧情 悬疑 惊悚,8.8,727327,最不可能的那个人永远是最可能的。,https://movie.douban.com/subject/1297192/
90,杀人回忆,2003,韩国,剧情 动作 犯罪 悬疑 惊悚,8.9,620498,关于连环杀人悬案的集体回忆。,https://movie.douban.com/subject/1300299/
91,被嫌弃的松子的一生,2006,日本,剧情 歌舞,8.9,645697,以戏谑来戏谑戏谑。,https://movie.douban.com/subject/1787291/
92,加勒比海盗,2003,美国,动作 冒险 奇幻,8.8,773528,约翰尼·德普的独角戏。,https://movie.douban.com/subject/1298070/
93,功夫,2004,中国大陆 中国香港,动作 喜剧 犯罪 奇幻,8.7,960553,警恶惩奸，维护世界和平这个任务就交给你了，好吗？,https://movie.douban.com/subject/1291543/
94,哈利·波特与阿兹卡班的囚徒,2004,英国 美国,奇幻 冒险,8.9,614058,不一样的导演，不一样的哈利·波特。,https://movie.douban.com/subject/1291544/
95,超脱,2011,美国,剧情,9.0,485847,穷尽一生，我们要学会的，不过是彼此拥抱。,https://movie.douban.com/subject/5322596/
96,红辣椒,2006,日本,动画 悬疑 科幻 惊悚,9.0,393965,梦的勾结。,https://movie.douban.com/subject/1865703/
97,狩猎,2012,丹麦 瑞典,剧情,9.1,340136,人言可畏。,https://movie.douban.com/subject/6985810/
98,请以你的名字呼唤我,2017,意大利 法国 巴西 美国,剧情 爱情 同性,8.9,632450,沉醉在电影的情感和视听氛围中无法自拔。,https://movie.douban.com/subject/26799731/
99,剪刀手爱德华,1990,美国,剧情 奇幻 爱情,8.7,958102,浪漫忧郁的成人童话。,https://movie.douban.com/subject/1292370/
100,7号房的礼物,2013,韩国,剧情 喜剧 家庭,8.9,493660,《我是山姆》的《美丽人生》。,https://movie.douban.com/subject/10777687/
101,勇敢的心,1995,美国,动作 传记 剧情 历史 战争,8.9,520577,史诗大片的典范。,https://movie.douban.com/subject/1294639/
102,断背山,2005,美国 加拿大,剧情 爱情 同性 家庭,8.8,645564,每个人心中都有一座断背山。,https://movie.douban.com/subject/1418834/
103,唐伯虎点秋香,1993,中国香港,喜剧 爱情 古装,8.7,956729,华太师是黄霑，吴镇宇四大才子之一。,https://movie.douban.com/subject/1306249/
104,天使爱美丽,2001,法国 德国,剧情 喜剧 爱情,8.7,897679,法式小清新。 ,https://movie.douban.com/subject/1292215/
105,第六感,1999,美国,剧情 悬疑 惊悚,8.9,497078,深入内心的恐怖，出人意料的结局。,https://movie.douban.com/subject/1297630/
106,入殓师,2008,日本,剧情,8.9,585111,死可能是一道门，逝去并不是终结，而是超越，走向下一程。,https://movie.douban.com/subject/2149806/
107,重庆森林,1994,中国香港,剧情 爱情,8.8,716352,寂寞没有期限。,https://movie.douban.com/subject/1291999/
108,幽灵公主,1997,日本,动画 奇幻 冒险,8.9,474190,人与自然的战争史诗。,https://movie.douban.com/subject/1297359/
109,爱在黎明破晓前,1995,美国 奥地利 瑞士,剧情 爱情,8.8,586859,缘分是个连绵词，最美不过一瞬。,https://movie.douban.com/subject/1296339/
110,哈利·波特与密室,2002,英国 美国,奇幻 冒险,8.8,640277,魔法的密室之门已打开...,https://movie.douban.com/subject/1296996/
111,一一,2000,中国台湾 日本,剧情 爱情 家庭,9.1,327851,我们都曾经是一一。,https://movie.douban.com/subject/1292434/
112,小森林 夏秋篇,2014,日本,剧情,9.0,381841,那些静得只能听见呼吸的日子里，你明白孤独即生活。,https://movie.douban.com/subject/25814705/
113,阳光灿烂的日子,1994,中国大陆 中国香港,剧情 爱情,8.8,553286,一场华丽的意淫。,https://movie.douban.com/subject/1291875/
114,蝙蝠侠：黑暗骑士崛起,2012,美国 英国,剧情 动作 科幻 犯罪 惊悚,8.8,645044,诺兰就是保证。,https://movie.douban.com/subject/3395373/
115,菊次郎的夏天,1999,日本,剧情 喜剧,8.9,526293,从没见过那么流氓的温柔，从没见过那么温柔的流氓。,https://movie.douban.com/subject/1293359/
116,超能陆战队,2014,美国,喜剧 动作 科幻 动画 冒险,8.7,907116,Balalala~~~,https://movie.douban.com/subject/11026735/
117,完美的世界,1993,美国,剧情 犯罪,9.1,271838,坏人的好总是比好人的好来得更感人。,https://movie.douban.com/subject/1300992/
118,无人知晓,2004,日本,剧情,9.1,277406,我的平常生活就是他人的幸福。,https://movie.douban.com/subject/1292337/
119,消失的爱人,2014,美国,剧情 犯罪 悬疑 惊悚,8.7,826438,年度最佳date movie。,https://movie.douban.com/subject/21318488/
120,爱在日落黄昏时,2004,美国 法国,剧情 爱情,8.9,483613,九年后的重逢是世俗和责任的交叠，没了悸动和青涩，沧桑而温暖。,https://movie.douban.com/subject/1291990/
121,小森林 冬春篇,2015,日本,剧情,9.0,341952,尊敬他人，尊敬你生活的这片土地，明白孤独是人生的常态。,https://movie.douban.com/subject/25814707/
122,倩女幽魂,1987,中国香港,爱情 奇幻 武侠 古装,8.8,659859,两张绝世的脸。 ,https://movie.douban.com/subject/1297447/
123,借东西的小人阿莉埃蒂,2010,日本,动画 奇幻 冒险,8.9,490658,曾经的那段美好会沉淀为一辈子的记忆。,https://movie.douban.com/subject/4202302/
